6,12,4.773338993,18,5,3.5
5,5.2,2.794587407,10,1.8,3
5,6.5,2.809497182,10.5,1.8,4
5,5.9,2.794587407,10,1.8,4.5
5,6.8,2.744923283,8.5,1.8,3.5
5,6,2.794587407,10,1.8,6
5,3.8,2.726397018,8,1.8,2
5,3.7,2.706674705,7.5,1.8,2.5
3.2,5.3,4.779655438,5,7.6,2.5
22.64944327,7.3,6.77343588,12,14,7
22.64944327,7.1,6.77343588,12,14,6
10,8.5,7.53179182,22,15,6
2,5.3,3.734042704,14.4,3,2
2,6.8,3.782917111,16.2,3,1.1
3.1,1.8,1.567075094,12.3,0.66,1.6
3.1,2.6,1.496194383,7.7,0.66,2.1
15.4,4.1,1.374386536,9.8,0.49,5.8
1.3,2.1,1.256573108,10.1,0.33,1.1
3,3.8,1.344545943,12.2,0.42,0.8
3.4,2.4,1.440847681,10.8,0.55,2.6
2.3,3.4,1.462188831,12.6,0.55,1.2
1.5,5.4,4.750842242,16.1,5.1,1
4.3,4.4,3.613113662,5.1,3.7,2
2.7,3.3,2.57312044,6.3,1.7,2
2.7,4.2,2.616493817,7.3,1.7,1.3
6,4.2,1.342811253,28.7,0.28,4.8
4.5,4.3,1.250776909,20.6,0.11,3.4
3,4.1,1.386436484,31,0.33,4
7,9.5,1.314077737,35.3,0.18,14.6
6.5,2.4,1.285206676,26.7,0.18,8.7
12.78646914,8.7,1.316724215,40.4,0.119,7.6
11.24624261,12.8,1.322455732,42.8,0.119,11.2
9.8,6.2,1.403919491,38.5,0.32,14.4
18.16970198,7.7,1.419781297,44.2,0.32,5.9
9.8,4.8,1.374876535,29.9,0.32,10.7
3.8,1.7,1.242358296,10.5,0.3,5
2.6,11,8.026080937,21.2,18,5.4
4.6,4.6,4.431875899,23.8,3.9,3.3
3.1,2.5,1.296910939,29.9,0.18,2.8
11.24304322,5.90551182,1.461426996,17.683512,0.5,5.7
8.9,7.2,1.389169851,36.1,0.31,8.2
4.9,4.6,1.303758078,16.1,0.32,3.9
8.27873591,3.3,2.092775775,6.9,1.19,2.1
8.27873591,3.3,2.092775775,6.9,1.19,1.4
4,5.4,2.111768518,7.5,1.19,4.3
4,5.4,2.111768518,7.5,1.19,1.5
11.37476187,2.6,1.632819435,3.3,0.94,2
6.727906434,3.8,1.632819435,3.3,0.94,1
7.528495151,4.1,1.748311154,6.1,0.94,2.1
7.528495151,3.9,1.815052309,8.7,0.94,2.4
11.37476187,2.6,1.632819435,3.3,0.94,1.9
6.727906434,3.8,1.632819435,3.3,0.94,1.1
7.528495151,4.1,1.748311154,6.1,0.94,1.6
